open_time,open,high,low,close,volume,close_time,qoute_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1735966800000000,3591.48000000,3594.99000000,3586.71000000,3594.69000000,2273.08990000,1735968599999999,8162748.41825900,14016,1294.12110000,4647888.39047400,0
1735968600000000,3594.69000000,3597.01000000,3589.04000000,3596.65000000,4486.01680000,1735970399999999,16121815.40207100,18190,2888.70820000,10381708.78899600,0
1735970400000000,3596.66000000,3607.13000000,3595.80000000,3601.71000000,6035.15190000,1735972199999999,21728961.95298100,20117,3735.22320000,13448931.19847300,0
1735972200000000,3601.70000000,3602.14000000,3595.20000000,3600.61000000,2020.41910000,1735973999999999,7271923.89729400,16652,1010.52680000,3636863.80194000,0
1735974000000000,3600.61000000,3609.81000000,3598.56000000,3604.49000000,3884.32260000,1735975799999999,13998184.85373100,23949,2218.06760000,7994494.66985400,0
1735975800000000,3604.50000000,3604.97000000,3593.20000000,3594.04000000,4542.71910000,1735977599999999,16353064.60539900,16163,2639.69770000,9504508.80059200,0
1735977600000000,3594.05000000,3603.62000000,3590.01000000,3595.69000000,4054.96480000,1735979399999999,14583595.03875300,20974,2473.97210000,8896995.08755200,0
1735979400000000,3595.69000000,3601.55000000,3585.00000000,3585.01000000,4359.70790000,1735981199999999,15657078.99419800,21380,2447.64230000,8790646.22298900,0
1735981200000000,3585.01000000,3595.58000000,3583.73000000,3593.84000000,3244.00300000,1735982999999999,11644161.66220200,21613,1410.69380000,5062835.98959100,0
1735983000000000,3593.84000000,3594.17000000,3584.14000000,3589.55000000,2691.43720000,1735984799999999,9660955.91842000,20861,1181.19050000,4239447.88854900,0
1735984800000000,3589.55000000,3592.57000000,3572.42000000,3580.16000000,4379.33380000,1735986599999999,15675828.69627000,37131,1872.95700000,6703617.91997800,0
1735986600000000,3580.16000000,3588.17000000,3579.42000000,3588.09000000,1775.77930000,1735988399999999,6365266.64486000,14815,1003.00030000,3595290.27046900,0
1735988400000000,3588.08000000,3593.24000000,3585.00000000,3588.30000000,2396.46720000,1735990199999999,8602425.88214200,16394,1231.75680000,4422061.81535500,0
1735990200000000,3588.30000000,3605.57000000,3587.14000000,3602.01000000,3769.70680000,1735991999999999,13564324.37594700,24972,2523.87670000,9081285.88891900,0
1735992000000000,3602.01000000,3644.40000000,3600.62000000,3635.97000000,11812.66940000,1735993799999999,42822759.30694700,69010,6713.33570000,24337126.80852900,0
1735993800000000,3635.97000000,3643.71000000,3622.52000000,3635.52000000,7896.90380000,1735995599999999,28685154.78509300,57270,4244.09370000,15418507.71391200,0
1735995600000000,3635.53000000,3649.04000000,3626.32000000,3638.49000000,7995.83930000,1735997399999999,29082740.69431100,46585,3987.25480000,14505715.23115700,0
1735997400000000,3638.49000000,3649.66000000,3629.75000000,3644.00000000,7199.55720000,1735999199999999,26202183.93424500,48718,3575.62050000,13015063.84302200,0
1735999200000000,3644.00000000,3647.03000000,3634.20000000,3639.61000000,6534.09800000,1736000999999999,23797593.28121600,32724,2854.71470000,10398340.81725900,0
1736001000000000,3639.60000000,3643.69000000,3633.10000000,3636.99000000,4062.88010000,1736002799999999,14783087.79958800,26408,1561.92330000,5683422.77459200,0
1736002800000000,3637.00000000,3663.25000000,3623.91000000,3636.41000000,10173.32660000,1736004599999999,37096037.25700000,68045,4901.81450000,17881053.13954400,0
1736004600000000,3636.41000000,3636.74000000,3592.06000000,3607.81000000,19271.89310000,1736006399999999,69552956.04665600,120864,8561.69570000,30895707.12314500,0
1736006400000000,3607.81000000,3628.23000000,3601.62000000,3621.23000000,7240.34340000,1736008199999999,26190478.19509800,54539,3812.61920000,13795737.95910400,0
1736008200000000,3621.23000000,3625.97000000,3610.00000000,3622.09000000,5978.76290000,1736009999999999,21637260.24874900,50538,2986.07360000,10807155.38069900,0
